Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,13.96,$1.07B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.5,$407.46M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.24,$1.53B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.14,$2.45B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,2.35,$41.37M,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,3.2,$833.89M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,116.89,$34.08B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,8.71,$17.91B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,68.85,$22.43B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,39.35,$2.88B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,83.22,$17.79B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,10.2,$707.85M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,51.24,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,45.4,$1.84B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,3.03,$2.17B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
LLY,Eli Lilly and Company,67.8,$74.85B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",83.78,$2.81B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,16.1,$523.69M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,13.62,$124.31M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,19.34,$3.55B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",70.28,$4.26B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMES,Emerge Energy Services LP,12.93,$369.36M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/emes
EBS,"Emergent Biosolutions, Inc.",27.77,$1.12B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
EMG,"Emergent Capital, Inc.",1.48,$41.84M,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg
EMR,Emerson Electric Company,56.57,$36.36B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr
EDE,Empire District Electric Company (The),34.2,$1.51B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede
ESRT,"Empire State Realty Trust, Inc.",19.91,$6.14B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,36.35,$1.17B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),27.59,$1.25B,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",15.66,$6.61B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
EEQ,Enbridge Energy Management LLC,23.99,$1.96B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
EEP,"Enbridge Energy, L.P.",23.3,$10.12B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,41.73,$39.17B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb
ECA,Encana Corporation,12.61,$12.27B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
EXK,Endeavour Silver Corporation,3.91,$496.88M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk
ENH,Endurance Specialty Holdings Ltd,92.2,$6.23B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/enh
ENH^C,Endurance Specialty Holdings Ltd,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^c
NDRO,Enduro Royalty Trust,3.85,$127.05M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
ENIA,Enel Americas S.A.,8.33,$8.18B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia
ENIA$,Enel Americas S.A.,8.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enia$
ENIC,Enel Chile S.A.,4.68,$4.6B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic
EOCC,Enel Generacion Chile S.A.,19.74,$5.4B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc
EGN,Energen Corporation,60.23,$5.85B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",45.14,$2.79B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",78.76,$4.56B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
ETE,"Energy Transfer Equity, L.P.",16.56,$17.34B,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,ENERGY TRANSFER PARTNERS,34.26,$24.91B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
ERF,Enerplus Corporation,8.97,$2.16B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENS,Enersys,80.04,$3.48B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
EGL,"Engility Holdings, Inc.",37.71,$1.39B,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
E,ENI S.p.A.,29.93,$54.39B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e
ENLK,"EnLink Midstream Partners, LP",17.21,$5.85B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",18.1,$3.26B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",16.75,$434.83M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",12,$398.58M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva
NPO,EnPro Industries,64.24,$1.37B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,10.58,$3.21B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corporation,15.6,$633.52M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, Inc.",22.23,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, Inc.",21.95,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, Inc.",21.5,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,69.26,$12.41B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",21.33,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",24.01,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",22.4,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, Inc.",21.43,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, Inc.",23.9983,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, Inc.",23.4563,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,25.02,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,25.38,$53.4B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,6.7,$600.87M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",33.8,$1.46B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env
EVHC,Envision Healthcare Corporation,71.7,$3.93B,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/evhc
EVHC^,Envision Healthcare Corporation,135.0634,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evhc^
EVA,"Enviva Partners, LP",28.4,$711.59M,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",7.1,$328.59M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",103.97,$59.93B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy Corporation,6.12,$1.54B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
EPAM,"EPAM Systems, Inc.",62.22,$3.18B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPR,EPR Properties,70.02,$4.46B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,27.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,35.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e
EPR^F,EPR Properties,25.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f
EQT,EQT Corporation,72.42,$12.51B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQGP,"EQT GP Holdings, LP",23.42,$6.23B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",71.77,$5.78B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EFX,"Equifax, Inc.",113.5,$13.59B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx
EQC,Equity Commonwealth,29,$3.64B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,25.9153,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d
EQCO,Equity Commonwealth,24.16,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco
ELS,"Equity Lifestyle Properties, Inc.",69.19,$5.9B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
ELS^C,"Equity Lifestyle Properties, Inc.",25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/els^c
EQY,"Equity One, Inc.",29.49,$4.28B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqy
EQR,Equity Residential,61.79,$22.59B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.91,$24.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",12.48,$261.34M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
EROS,Eros International PLC,13.85,$836.92M,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,57.15,$1.47B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,32.81,$3.05B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",214.17,$14.03B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",77.46,$28.38B,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,90.55,$2.68B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
ETH,Ethan Allen Interiors Inc.,35.4,$978.83M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth
EURN,Euronav NV,7,$1.11B,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",7.45,$63.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea
EVER,EverBank Financial Corp.,19.41,$2.46B,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ever
EVER^A,EverBank Financial Corp.,25.5704,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ever^a
EVR,Evercore Partners Inc,71.1,$2.77B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",210.83,$8.62B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re
EVRI,Everi Holdings Inc.,2.28,$150.6M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
ES,Eversource Energy,52.01,$16.48B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",17.9,$1.31B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
EVGN,Evogene Ltd.,5.28,$134.43M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVH,"Evolent Health, Inc",17.4,$1.18B,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh
EXAR,Exar Corporation,10.16,$509.5M,1985,Technology,Semiconductors,http://www.nasdaq.com/symbol/exar
XCO,EXCO Resources NL,1.05,$296.57M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco
EXC,Exelon Corporation,33.05,$30.51B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc
EXCU,Exelon Corporation,46.95,$43.35B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/excu
EXPR,"Express, Inc.",11.49,$900.89M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr
STAY,"Extended Stay America, Inc.",16.5,$3.26B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXTN,Exterran Corporation,22.8,$801.26M,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,71.9,$9.05B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,87.56,$363.08B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,15.7,$3.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,27.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,41.19,$1.52B,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,161.47,$6.45B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,116.26,$3.6B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FMSA,Fairmount Santrol Holdings Inc.,9.35,$2.08B,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa
SFUN,Fanf Holdings Limited,3.02,$1.42B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun
FPI,Farmland Partners Inc.,11.2,$159.62M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi
FBK,FB Financial Corporation,23.78,$570.13M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",77.1,$1.92B,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg
FCB,"FCB Financial Holdings, Inc.",45.85,$1.88B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
AGM,Federal Agricultural Mortgage Corporation,55.52,$582.05M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.1896,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a
AGM^B,Federal Agricultural Mortgage Corporation,26.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b
AGM^C,Federal Agricultural Mortgage Corporation,25.2424,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c
FRT,Federal Realty Investment Trust,139.95,$10.05B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt
FSS,Federal Signal Corporation,16.23,$972.26M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",28.49,$2.91B,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FPT,Federated Premier Intermediate Municipal Income Fund,12.72,$88.82M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fpt
FMN,Federated Premier Municipal Income Fund,14.06,$86.97M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,193.33,$51.38B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx
FCH,FelCor Lodging Trust Incorporated,7.85,$1.08B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch
FCH^A,FelCor Lodging Trust Incorporated,24.45,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch^a
RACE,Ferrari N.V.,56.04,$13.75B,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",5.95,$578.06M,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,14.84,$1.24B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/foe
FCAM,Fiat Chrysler Automobiles N.V.,69.8,n/a,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcam
FCAU,Fiat Chrysler Automobiles N.V.,8.27,$14.04B,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau
FBR,Fibria Celulose S.A.,9.59,$5.31B,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr
FGL,Fidelity and Guaranty Life,23.75,$1.4B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl
FNF,"Fidelity National Financial, Inc.",32.66,$11.06B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf
FNFV,"Fidelity National Financial, Inc.",13.45,$4.55B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnfv
FIS,"Fidelity National Information Services, Inc.",75.51,$24.78B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore MLP Opportunity Fund,14.63,$491.16M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fmo
FSCE,Fifth Street Finance Corp.,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsce
FAC,First Acceptance Corporation,1.12,$46.03M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
FAF,First American Corporation (The),36.39,$4B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,6,$1.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp
FCFS,"First Cash, Inc.",46.15,$2.24B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCF,First Commonwealth Financial Corporation,13.33,$1.19B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,14.02,$12.77B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,20.38,$4.75B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,24.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",26.97,$3.15B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,9.59,$1.58B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ag
FPO,First Potomac Realty Trust,10.18,$593.64M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpo
FRC,FIRST REPUBLIC BANK,85.64,$12.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc
FRC^A.CL,FIRST REPUBLIC BANK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^a.cl
FRC^B,FIRST REPUBLIC BANK,25.6164,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^b
FRC^C,FIRST REPUBLIC BANK,23.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^c
FRC^D,FIRST REPUBLIC BANK,23.0845,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^d
FRC^E,FIRST REPUBLIC BANK,26.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^e
FRC^F,FIRST REPUBLIC BANK,24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,23.075,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^g
FFA,First Trust,13.41,$267.84M,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa
FMY,First Trust,14.17,$59.7M,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,14.86,$256.07M,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,18.09,$317.48M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,15.67,$552.72M,2010,n/a,n/a,http://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,21.66,$1.31B,2013,n/a,n/a,http://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,16.12,$732.48M,1984,n/a,n/a,http://www.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,12.63,$300.86M,2014,n/a,n/a,http://www.nasdaq.com/symbol/fpl
